codigo_ine,nombre
24155,Santa María De La Isla
24158,Santa María De Ordás
24156,Santa María Del Monte De Cea
24157,Santa María Del Páramo
24159,Santa Marina Del Rey
24160,Santas Martas
24161,Santiago Millas
24162,Santovenia De La Valdoncina
24163,Sariegos
24164,Sena De Luna
24165,Sobrado
24166,Soto De La Vega
24167,Soto Y Amío
24168,Toral De Los Guzmanes
24206,Toral De Los Vados
24169,Toreno
24170,Torre Del Bierzo
24171,Trabadelo
24172,Truchas
24173,Turcia
24174,Urdiales Del Páramo
24185,Val De San Lorenzo
24175,Valdefresno
24176,Valdefuentes Del Páramo
24177,Valdelugueros
24178,Valdemora
24179,Valdepiélago
24180,Valdepolo
24181,Valderas
24182,Valderrey
24183,Valderrueda
24184,Valdesamario
24187,Valdevimbre
24188,Valencia De Don Juan
24191,Vallecillo
24189,Valverde De La Virgen
24190,Valverde-Enrique
24193,"Vecilla, La"
24196,Vega De Espinareda
24197,Vega De Infanzones
24198,Vega De Valcarce
24194,Vegacervera
24199,Vegaquemada
24201,Vegas Del Condado
24202,Villablino
24203,Villabraz
24205,Villadangos Del Páramo
24207,Villademor De La Vega
24209,Villafranca Del Bierzo
24210,Villagatón
24211,Villamandos
24901,Villamanín
24212,Villamañán
24213,Villamartín De Don Sancho
24214,Villamejil
24215,Villamol
24216,Villamontán De La Valduerna
24217,Villamoratiel De Las Matas
24218,Villanueva De Las Manzanas
24219,Villaobispo De Otero
24902,Villaornate Y Castro
24221,Villaquejida
24222,Villaquilambre
24223,Villarejo De Órbigo
24224,Villares De Órbigo
24225,Villasabariego
24226,Villaselán
24227,Villaturiel
24228,Villazala
24229,Villazanzo De Valderaduey
24230,Zotes Del Páramo
25001,Abella De La Conca
25002,Àger
25003,Agramunt
25038,Aitona
25004,"Alamús, Els"
25005,Alàs I Cerc
25006,"Albagés, L'"
25007,Albatàrrec
25008,Albesa
25009,"Albi, L'"
25010,Alcanó
25011,Alcarràs
25012,Alcoletge
25013,Alfarràs
25014,Alfés
25015,Algerri
25016,Alguaire
25017,Alins
25019,Almacelles
25020,Almatret
25021,Almenar
25022,Alòs De Balaguer
25023,Alpicat
25024,Alt Àneu
25027,Anglesola
25029,Arbeca
25031,Arres
25032,Arsèguel
25033,Artesa De Lleida
25034,Artesa De Segre
25036,Aspa
25037,"Avellanes I Santa Linya, Les"
25039,Baix Pallars
25040,Balaguer
25041,Barbens
25042,"Baronia De Rialb, La"
25044,Bassella
25045,Bausen
25046,Belianes
25170,Bellaguarda
25047,Bellcaire D'Urgell
25048,Bell-Lloc D'Urgell
25049,Bellmunt D'Urgell
25050,Bellpuig
25051,Bellver De Cerdanya
25052,Bellvís
25053,Benavent De Segrià
25055,Biosca
25057,"Bòrdes, Es"
25058,"Borges Blanques, Les"
25059,Bossòst
25056,Bovera
25060,Cabanabona
25061,Cabó
25062,Camarasa
25063,Canejan
25904,Castell De Mur
25064,Castellar De La Ribera
25067,Castelldans
25068,Castellnou De Seana
25069,Castelló De Farfanya
25070,Castellserà
25071,Cava
25072,Cervera
25073,Cervià De Les Garrigues
25074,Ciutadilla
25075,Clariana De Cardener
25076,"Cogul, El"
25077,Coll De Nargó
25163,"Coma I La Pedra, La"
25161,Conca De Dalt
25078,Corbins
25079,Cubells
25081,"Espluga Calba, L'"
25082,Espot
25088,Estamariu
25085,Estaràs
25086,Esterri D'Àneu
25087,Esterri De Cardós
25089,Farrera
25908,Fígols I Alinyà
25092,"Floresta, La"
25093,Fondarella
25094,Foradada
25096,"Fuliola, La"
25097,Fulleda
25098,Gavet De La Conca
25912,Gimenells I El Pla De La Font
25099,Golmés
25100,Gósol
25101,"Granadella, La"
25102,"Granja D'Escarp, La"
25103,Granyanella
25105,Granyena De Les Garrigues
25104,Granyena De Segarra
25109,Guimerà
25903,"Guingueta D'Àneu, La"
25110,Guissona
25111,Guixers
25115,Isona I Conca Dellà
25112,Ivars De Noguera
25113,Ivars D'Urgell
25114,Ivorra
25910,Josa I Tuixén
25118,Juncosa
25119,Juneda
25121,Les
25122,Linyola
25123,Lladorre
25124,Lladurs
25125,Llardecans
25126,Llavorsí
25120,Lleida
25127,Lles De Cerdanya
25128,Llimiana
25129,Llobera
25133,Maials
25130,Maldà
25131,Massalcoreig
25132,Massoteres
25134,Menàrguens
25135,Miralcamp
25137,Mollerussa
25136,"Molsosa, La"
25139,Montellà I Martinet
25140,Montferrer I Castellbò
25138,Montgai
25142,Montoliu De Lleida
25141,Montoliu De Segarra
25143,Montornès De Segarra
25145,Nalec
25025,Naut Aran
25146,Navès
25148,Odèn
25149,Oliana
25150,Oliola
25151,Olius
25152,"Oluges, Les"
25153,"Omellons, Els"
25154,"Omells De Na Gaia, Els"
25155,Organyà
25156,Os De Balaguer
25157,Ossó De Sió
25158,"Palau D'Anglesola, El"
25164,Penelles
25165,Peramola
25166,Pinell De Solsonès
25167,Pinós
25911,"Plans De Sió, Els"
25168,"Poal, El"
25169,"Pobla De Cérvoles, La"
25171,"Pobla De Segur, La"
25030,"Pont De Bar, El"
25173,"Pont De Suert, El"
25172,Ponts
25174,"Portella, La"
25175,Prats I Sansor
25176,Preixana
25177,Preixens
25179,Prullans
25180,Puiggròs
25181,Puigverd D'Agramunt
25182,Puigverd De Lleida
25183,Rialp
25905,Ribera D'Ondara
25185,Ribera D'Urgellet
25186,Riner
25913,Riu De Cerdanya
25189,Rosselló
25190,Salàs De Pallars
25191,Sanaüja
25196,Sant Esteve De La Sarga
25192,Sant Guim De Freixenet
25197,Sant Guim De La Plana
25193,Sant Llorenç De Morunys
25902,Sant Martí De Riucorb
25194,Sant Ramon
25201,Sarroca De Bellera
25200,Sarroca De Lleida
25202,Senterada
25035,"Sentiu De Sió, La"
25204,Seròs
25203,"Seu D'Urgell, La"
25205,Sidamon
25206,"Soleràs, El"
25207,Solsona
25208,Soriguera
25209,Sort
25210,Soses
25211,Sudanell
25212,Sunyer
25215,Talarn
25216,Talavera
25217,Tàrrega
25218,Tarrés
25219,Tarroja De Segarra
25220,Térmens
25221,Tírvia
25222,Tiurana
25223,Torà
25224,"Torms, Els"
25225,Tornabous
25227,"Torre De Cabdella, La"
25226,Torrebesses
25228,Torrefarrera
25907,Torrefeta I Florejacs
25230,Torregrossa
25231,Torrelameu
25232,Torres De Segre
25233,Torre-Serona
25234,Tremp
25043,"Vall De Boí, La"
25901,Vall De Cardós
25238,Vallbona De Les Monges
25240,Vallfogona De Balaguer
25906,"Valls D'Aguilar, Les"
25239,"Valls De Valira, Les"
25909,"Vansa I Fórnols, La"
25242,Verdú
25243,Vielha E Mijaran
25244,Vilagrassa
25245,Vilaller
25247,Vilamòs
25248,Vilanova De Bellpuig
25254,Vilanova De La Barca
25249,Vilanova De L'Aguda
25250,Vilanova De Meià
25251,Vilanova De Segrià
25252,Vila-Sana
25253,"Vilosell, El"
25255,Vinaixa
26001,Ábalos
26002,Agoncillo
26003,Aguilar Del Río Alhama
26004,Ajamil De Cameros
26005,Albelda De Iregua
26006,Alberite
26007,Alcanadre
26008,Aldeanueva De Ebro
26009,Alesanco
26010,Alesón
26011,Alfaro
26012,Almarza De Cameros
26013,Anguciana
26014,Anguiano
26015,Arenzana De Abajo
26016,Arenzana De Arriba
26017,Arnedillo
26018,Arnedo
26019,Arrúbal
26020,Ausejo
26021,Autol
26022,Azofra
26023,Badarán
26024,Bañares
26026,Baños De Río Tobía
26025,Baños De Rioja
26027,Berceo
26028,Bergasa
26029,Bergasillas Bajera
26030,Bezares
26031,Bobadilla
26032,Brieva De Cameros
26033,Briñas
26034,Briones
26035,Cabezón De Cameros
26036,Calahorra
26037,Camprovín
26038,Canales De La Sierra
26039,Canillas De Río Tuerto
26040,Cañas
26041,Cárdenas
26042,Casalarreina
26043,Castañares De Rioja
26044,Castroviejo
26045,Cellorigo
26046,Cenicero
26047,Cervera Del Río Alhama
26048,Cidamón
26049,Cihuri
26050,Cirueña
26051,Clavijo
26052,Cordovín
26053,Corera
26054,Cornago
26055,Corporales
26056,Cuzcurrita De Río Tirón
26057,Daroca De Rioja
26058,Enciso
26059,Entrena
26060,Estollo
26061,Ezcaray
26062,Foncea
26063,Fonzaleche
26064,Fuenmayor
26065,Galbárruli
26066,Galilea
26067,Gallinero De Cameros
26068,Gimileo
26069,Grañón
26070,Grávalos
26071,Haro
26072,Herce
26073,Herramélluri
26074,Hervías
26075,Hormilla
26076,Hormilleja
26077,Hornillos De Cameros
26078,Hornos De Moncalvillo
26079,Huércanos
26080,Igea
26081,Jalón De Cameros
26082,Laguna De Cameros
26083,Lagunilla Del Jubera
26084,Lardero
26086,Ledesma De La Cogolla
26087,Leiva
26088,Leza De Río Leza
26089,Logroño
26091,Lumbreras
26092,Manjarrés
26093,Mansilla De La Sierra
26094,Manzanares De Rioja
26095,Matute
26096,Medrano
26098,Munilla
26099,Murillo De Río Leza
26100,Muro De Aguas
26101,Muro En Cameros
26102,Nájera
26103,Nalda
26104,Navajún
26105,Navarrete
26106,Nestares
26107,Nieva De Cameros
26109,Ochánduri
26108,Ocón
26110,Ojacastro
26111,Ollauri
26112,Ortigosa De Cameros
26113,Pazuengos
26114,Pedroso
26115,Pinillos
26117,Pradejón
26118,Pradillo
26119,Préjano
26120,Quel
26121,Rabanera
26122,"Rasillo De Cameros, El"
26123,"Redal, El"
26124,Ribafrecha
26125,Rincón De Soto
26126,Robres Del Castillo
26127,Rodezno
26128,Sajazarra
26129,San Asensio
26130,San Millán De La Cogolla
26131,San Millán De Yécora
26132,San Román De Cameros
26139,San Torcuato
26142,San Vicente De La Sonsierra
26134,Santa Coloma
26135,Santa Engracia Del Jubera
26136,Santa Eulalia Bajera
26138,Santo Domingo De La Calzada
26140,Santurde De Rioja
26141,Santurdejo
26143,Sojuela
26144,Sorzano
26145,Sotés
26146,Soto En Cameros
26147,Terroba
26148,Tirgo
26149,Tobía
26150,Tormantos
26153,Torre En Cameros
26151,Torrecilla En Cameros
26152,Torrecilla Sobre Alesanco
26154,Torremontalbo
26155,Treviana
26157,Tricio
26158,Tudelilla
26160,Uruñuela
26161,Valdemadera
26162,Valgañón
26163,Ventosa
26164,Ventrosa
26165,Viguera
26166,Villalba De Rioja
26167,Villalobar De Rioja
26168,Villamediana De Iregua
26169,Villanueva De Cameros
26170,"Villar De Arnedo, El"
26171,Villar De Torre
26172,Villarejo
26173,Villarroya
26174,Villarta-Quintana
26175,Villavelayo
26176,Villaverde De Rioja
26177,Villoslada De Cameros
26178,Viniegra De Abajo
26179,Viniegra De Arriba
26180,Zarratón
26181,Zarzosa
26183,Zorraquín
27001,Abadín
27002,Alfoz
27003,Antas De Ulla
27004,Baleira
27901,Baralla
27005,Barreiros
27006,Becerreá
27007,Begonte
27008,Bóveda
27902,Burela
27009,Carballedo
27010,Castro De Rei
27011,Castroverde
27012,Cervantes
27013,Cervo
27016,Chantada
27014,"Corgo, O"
27015,Cospeito
27017,Folgoso Do Courel
27018,"Fonsagrada, A"
27019,Foz
27020,Friol
27022,Guitiriz
27023,Guntín
27024,"Incio, O"
27026,Láncara
27027,Lourenzá
27028,Lugo
27029,Meira
27030,Mondoñedo
27031,Monforte De Lemos
27032,Monterroso
27033,Muras
27034,Navia De Suarna
27035,Negueira De Muñiz
27037,"Nogais, As"
27038,Ourol
27039,Outeiro De Rei
27040,Palas De Rei
27041,Pantón
27042,Paradela
27043,"Páramo, O"
27044,"Pastoriza, A"
27045,Pedrafita Do Cebreiro
27047,"Pobra Do Brollón, A"
27046,Pol
27048,"Pontenova, A"
27049,Portomarín
27050,Quiroga
27056,Rábade
27051,Ribadeo
27052,Ribas De Sil
27053,Ribeira De Piquín
27054,Riotorto
27055,Samos
27057,Sarria
27058,"Saviñao, O"
27059,Sober
27060,Taboada
27061,Trabada
27062,Triacastela
27063,"Valadouro, O"
27064,"Vicedo, O"
27065,Vilalba
27066,Viveiro
27021,Xermade
27025,Xove
28001,"Acebeda, La"
28002,Ajalvir
28003,Alameda Del Valle
28004,"Álamo, El"
28005,Alcalá De Henares
28006,Alcobendas
28007,Alcorcón
28008,Aldea Del Fresno
28009,Algete
28010,Alpedrete
28011,Ambite
28012,Anchuelo
28013,Aranjuez
28014,Arganda Del Rey
28015,Arroyomolinos
28016,"Atazar, El"
28017,Batres
28018,Becerril De La Sierra
28019,Belmonte De Tajo
28021,"Berrueco, El"
28020,Berzosa Del Lozoya
28022,Boadilla Del Monte
28023,"Boalo, El"
28024,Braojos
28025,Brea De Tajo
28026,Brunete
28027,Buitrago Del Lozoya
28028,Bustarviejo
28029,Cabanillas De La Sierra
28030,"Cabrera, La"
28031,Cadalso De Los Vidrios
28032,Camarma De Esteruelas
28033,Campo Real
28034,Canencia
28035,Carabaña
28036,Casarrubuelos
28037,Cenicientos
28038,Cercedilla
28039,Cervera De Buitrago
28051,Chapinería
28052,Chinchón
28040,Ciempozuelos
28041,Cobeña
28046,Collado Mediano
28047,Collado Villalba
28043,Colmenar De Oreja
28042,Colmenar Del Arroyo
28045,Colmenar Viejo
28044,Colmenarejo
28048,Corpa
28049,Coslada
28050,Cubas De La Sagra
28053,Daganzo De Arriba
28054,"Escorial, El"
28055,Estremera
28056,Fresnedillas De La Oliva
28057,Fresno De Torote
28058,Fuenlabrada
28059,Fuente El Saz De Jarama
28060,Fuentidueña De Tajo
28061,Galapagar
28062,Garganta De Los Montes
28063,Gargantilla Del Lozoya Y Pinilla De Buitrago
28064,Gascones
28065,Getafe
28066,Griñón
28067,Guadalix De La Sierra
28068,Guadarrama
28069,"Hiruela, La"
28070,Horcajo De La Sierra-Aoslos
28071,Horcajuelo De La Sierra
28072,Hoyo De Manzanares
28073,Humanes De Madrid
28074,Leganés
28075,Loeches
28076,Lozoya
28901,Lozoyuela-Navas-Sieteiglesias
28078,Madarcos
28079,Madrid
28080,Majadahonda
28082,Manzanares El Real
28083,Meco
28084,Mejorada Del Campo
28085,Miraflores De La Sierra
28086,"Molar, El"
28087,"Molinos, Los"
28088,Montejo De La Sierra
28089,Moraleja De Enmedio
28090,Moralzarzal
28091,Morata De Tajuña
28092,Móstoles
28093,Navacerrada
28094,Navalafuente
28095,Navalagamella
28096,Navalcarnero
28097,Navarredonda Y San Mamés
28099,Navas Del Rey
28100,Nuevo Baztán
28101,Olmeda De Las Fuentes
28102,Orusco De Tajuña
28104,Paracuellos De Jarama
28106,Parla
28107,Patones
28108,Pedrezuela
28109,Pelayos De La Presa
28110,Perales De Tajuña
28111,Pezuela De Las Torres
28112,Pinilla Del Valle
28113,Pinto
28114,Piñuécar-Gandullas
28115,Pozuelo De Alarcón
28116,Pozuelo Del Rey
28117,Prádena Del Rincón
28118,Puebla De La Sierra
28902,Puentes Viejas
28119,Quijorna
28120,Rascafría
28121,Redueña
28122,Ribatejada
28123,Rivas-Vaciamadrid
28124,Robledillo De La Jara
28125,Robledo De Chavela
28126,Robregordo
28127,"Rozas De Madrid, Las"
28128,Rozas De Puerto Real
28129,San Agustín Del Guadalix
28130,San Fernando De Henares
28131,San Lorenzo De El Escorial
28132,San Martín De La Vega
28133,San Martín De Valdeiglesias
28134,San Sebastián De Los Reyes
28135,Santa María De La Alameda
28136,Santorcaz
28137,"Santos De La Humosa, Los"
28138,"Serna Del Monte, La"
28140,Serranillos Del Valle
28141,Sevilla La Nueva
28143,Somosierra
28144,Soto Del Real
28145,Talamanca De Jarama
28146,Tielmes
28147,Titulcia
28148,Torrejón De Ardoz
28149,Torrejón De La Calzada
28150,Torrejón De Velasco
28151,Torrelaguna
28152,Torrelodones
28153,Torremocha De Jarama
28154,Torres De La Alameda
28903,Tres Cantos
28155,Valdaracete
28156,Valdeavero
28157,Valdelaguna
28158,Valdemanco
28159,Valdemaqueda
28160,Valdemorillo
28161,Valdemoro
28162,Valdeolmos-Alalpardo
28163,Valdepiélagos
28164,Valdetorres De Jarama
28165,Valdilecha
28166,Valverde De Alcalá
28167,Velilla De San Antonio
28168,"Vellón, El"
28169,Venturada
28171,Villa Del Prado
28170,Villaconejos
28172,Villalbilla
28173,Villamanrique De Tajo
28174,Villamanta
28175,Villamantilla
28176,Villanueva De La Cañada
28178,Villanueva De Perales
28177,Villanueva Del Pardillo
28179,Villar Del Olmo
28180,Villarejo De Salvanés
28181,Villaviciosa De Odón
28182,Villavieja Del Lozoya
28183,Zarzalejo
29001,Alameda
29002,Alcaucín
29003,Alfarnate
29004,Alfarnatejo
29005,Algarrobo
29006,Algatocín
29007,Alhaurín De La Torre
29008,Alhaurín El Grande
29009,Almáchar
29010,Almargen
29011,Almogía
29012,Álora
29013,Alozaina
29014,Alpandeire
29015,Antequera
29016,Árchez
29017,Archidona
29018,Ardales
29019,Arenas
29020,Arriate
29021,Atajate
29022,Benadalid
29023,Benahavís
29024,Benalauría
29025,Benalmádena
29026,Benamargosa
29027,Benamocarra
29028,Benaoján
29029,Benarrabá
29030,"Borge, El"
29031,"Burgo, El"
29032,Campillos
29033,Canillas De Aceituno
29034,Canillas De Albaida
29035,Cañete La Real
29036,Carratraca
29037,Cartajima
29038,Cártama
29039,Casabermeja
29040,Casarabonela
29041,Casares
29042,Coín
29043,Colmenar
29044,Comares
29045,Cómpeta
29046,Cortes De La Frontera
29047,Cuevas Bajas
29049,Cuevas De San Marcos
29048,Cuevas Del Becerro
29050,Cútar
29051,Estepona
29052,Faraján
29053,Frigiliana
29054,Fuengirola
29055,Fuente De Piedra
29056,Gaucín
29057,Genalguacil
29058,Guaro
29059,Humilladero
29060,Igualeja
29061,Istán
29062,Iznate
29063,Jimera De Líbar
29064,Jubrique
29065,Júzcar
29066,Macharaviaya
29067,Málaga
29068,Manilva
29069,Marbella
29070,Mijas
29071,Moclinejo
29072,Mollina
29073,Monda
29074,Montejaque
29075,Nerja
29076,Ojén
29077,Parauta
29079,Periana
29080,Pizarra
29081,Pujerra
29082,Rincón De La Victoria
29083,Riogordo
29084,Ronda
29085,Salares
29086,Sayalonga
29087,Sedella
29088,Sierra De Yeguas
29089,Teba
29090,Tolox
29901,Torremolinos
29091,Torrox
29092,Totalán
29093,Valle De Abdalajís
29094,Vélez-Málaga
29095,Villanueva De Algaidas
29902,Villanueva De La Concepción
29098,Villanueva De Tapia
29096,Villanueva Del Rosario
29097,Villanueva Del Trabuco
29099,Viñuela
29100,Yunquera
30001,Abanilla
30002,Abarán
30003,Águilas
30004,Albudeite
30005,Alcantarilla
30902,"Alcázares, Los"
30006,Aledo
30007,Alguazas
30008,Alhama De Murcia
30009,Archena
30010,Beniel
30011,Blanca
30012,Bullas
30013,Calasparra
30014,Campos Del Río
30015,Caravaca De La Cruz
30016,Cartagena
30017,Cehegín
30018,Ceutí
30019,Cieza
30020,Fortuna
30021,Fuente Álamo De Murcia
30022,Jumilla
30023,Librilla
30024,Lorca
30025,Lorquí
30026,Mazarrón
30027,Molina De Segura
30028,Moratalla
30029,Mula
30030,Murcia
30031,Ojós
30032,Pliego
30033,Puerto Lumbreras
30034,Ricote
30035,San Javier
30036,San Pedro Del Pinatar
30901,Santomera
30037,Torre-Pacheco
30038,"Torres De Cotillas, Las"
30039,Totana
30040,Ulea
30041,"Unión, La"
30042,Villanueva Del Río Segura
30043,Yecla
31001,Abáigar
31002,Abárzuza
31003,Abaurregaina/Abaurrea Alta
31004,Abaurrepea/Abaurrea Baja
31005,Aberin
31006,Ablitas
31007,Adiós
31008,Aguilar De Codés
31009,Aibar/Oibar
31011,Allín
31012,Allo
31010,Altsasu/Alsasua
31013,Améscoa Baja
31014,Ancín/Antzin
31015,Andosilla
31016,Ansoáin/Antsoain
31017,Anue
31018,Añorbe
31019,Aoiz/Agoitz
31020,Araitz
31025,Arakil
31021,Aranarache/Aranaratxe
31023,Aranguren
31024,Arano
31022,Arantza
31026,Aras
31027,Arbizu
31028,Arce/Artzi
31029,"Arcos, Los"
31030,Arellano
31031,Areso
31032,Arguedas
31033,Aria
31034,Aribe
31035,Armañanzas
31036,Arróniz
31037,Arruazu
31038,Artajona
31039,Artazu
31040,Atez
31058,Auritz/Burguete
31041,Ayegui/Aiegi
31042,Azagra
31043,Azuelo
31044,Bakaiku
31901,Barañain
31045,Barásoain
31046,Barbarin
31047,Bargota
31048,Barillas
31049,Basaburua
31050,Baztan
31137,Beintza-Labaien
31051,Beire
31052,Belascoáin
31250,Bera
31053,Berbinzana
31905,Beriáin
31902,Berrioplano
31903,Berriozar
31054,Bertizarana
31055,Betelu
31253,Bidaurreta
31056,Biurrun-Olcoz
31057,Buñuel
31059,Burgui/Burgi
31060,Burlada/Burlata
31061,"Busto, El"
31062,Cabanillas
31063,Cabredo
31064,Cadreita
31065,Caparroso
31066,Cárcar
31067,Carcastillo
31068,Cascante
31069,Cáseda
31070,Castejón
31071,Castillonuevo
31193,Cendea De Olza/Oltza Zendea
31072,Cintruénigo
31074,Cirauqui/Zirauki
31075,Ciriza
31076,Cizur
31077,Corella
31078,Cortes
31079,Desojo
31080,Dicastillo
31081,Donamaria
31221,Doneztebe/Santesteban
31083,Echarri
31086,Egüés
31087,Elgorriaga
31089,Enériz/Eneritz
31090,Eratsun
31091,Ergoiena
31092,Erro
31094,Eslava
31095,Esparza De Salazar/Espartza Zaraitzu
31096,Espronceda
31097,Estella/Lizarra
31098,Esteribar
31099,Etayo
31082,Etxalar
31084,Etxarri-Aranatz
31085,Etxauri
31100,Eulate
31101,Ezcabarte
31093,Ezcároz/Ezkaroze
31102,Ezkurra
31103,Ezprogui
31104,Falces
31105,Fitero
31106,Fontellas
31107,Funes
31108,Fustiñana
31109,Galar
31110,Gallipienzo/Galipentzu
31111,Gallués/Galoze
31112,Garaioa
31113,Garde
31114,Garínoain
31115,Garralda
31116,Genevilla
31117,Goizueta
31118,Goñi
31119,Güesa/Gorza
31120,Guesálaz/Gesalatz
31121,Guirguillano
31256,Hiriberri/Villanueva De Aezkoa
31122,Huarte/Uharte
31124,Ibargoiti
31259,Igantzi
31125,Igúzquiza
31126,Imotz
31127,Irañeta
31904,Irurtzun
31128,Isaba/Izaba
31129,Ituren
31130,Iturmendi
31131,Iza/Itza
31132,Izagaondoa
31133,Izalzu/Itzaltzu
31134,Jaurrieta
31135,Javier
31136,Juslapeña
31138,Lakuntza
31139,Lana
31140,Lantz
31141,Lapoblación
31142,Larraga
31143,Larraona
31144,Larraun
31145,Lazagurría
31146,Leache
31147,Legarda
31148,Legaria
31149,Leitza
31908,Lekunberri
31150,Leoz/Leotz
31151,Lerga
31152,Lerín
31153,Lesaka
31154,Lezáun
31155,Liédena
31156,Lizoáin-Arriasgoiti
31157,Lodosa
31158,Lónguida/Longida
31159,Lumbier
31160,Luquin
31248,Luzaide/Valcarlos
31161,Mañeru
31162,Marañón
31163,Marcilla
31164,Mélida
31165,Mendavia
31166,Mendaza
31167,Mendigorría
31168,Metauten
31169,Milagro
31170,Mirafuentes
31171,Miranda De Arga
31172,Monreal
31173,Monteagudo
31174,Morentin
31175,Mues
31176,Murchante
31177,Murieta
31178,Murillo El Cuende
31179,Murillo El Fruto
31180,Muruzábal
31181,Navascués
31182,Nazar
31088,Noáin (Valle De Elorz)/Noain (Elortzibar)
31183,Obanos
31185,Ochagavía/Otsagabia
31184,Oco
31186,Odieta
31187,Oitz
31188,Olaibar
31189,Olazti/Olazagutía
31190,Olejua
31191,Olite/Erriberri
31194,Ollo
31192,Olóriz/Oloritz
31195,Orbaitzeta
31196,Orbara
31197,Orísoain
31906,Orkoien
31198,Oronz/Orontze
31199,Oroz-Betelu/Orotz-Betelu
31211,Orreaga/Roncesvalles
31200,Oteiza
31201,Pamplona/Iruña
31202,Peralta/Azkoien
31203,Petilla De Aragón
31204,Piedramillera
31205,Pitillas
31206,Puente La Reina/Gares
31207,Pueyo
31208,Ribaforada
31209,Romanzado
31210,Roncal/Erronkari
31212,Sada
31213,Saldías
31214,Salinas De Oro/Jaitz
31215,San Adrián
31217,San Martín De Unx
31216,Sangüesa/Zangoza
31219,Sansol
31220,Santacara
31222,Sarriés/Sartze
31223,Sartaguda
31224,Sesma
31225,Sorlada
31226,Sunbilla
31227,Tafalla
31228,Tiebas-Muruarte De Reta
31229,Tirapu
31230,Torralba Del Río
31231,Torres Del Río
31232,Tudela
31233,Tulebras
31234,Ucar
31123,Uharte-Arakil
31235,Ujué
31236,Ultzama
31237,Unciti
31238,Unzué
31239,Urdazubi/Urdax
31240,Urdiain
31241,Urraul Alto
31242,Urraul Bajo
31244,Urrotz
31243,Urroz-Villa
31245,Urzainqui/Urzainki
31246,Uterga
31247,Uztárroz/Uztarroze
31260,Valle De Yerri/Deierri
31249,Valtierra
31251,Viana
31252,Vidángoz/Bidankoze
31254,Villafranca
31255,Villamayor De Monjardín
31257,Villatuerta
31258,Villava/Atarrabia
31261,Yesa
31262,Zabalza/Zabaltza
31073,Ziordia
31907,Zizur Mayor/Zizur Nagusia
31263,Zubieta
31264,Zugarramurdi
31265,Zúñiga
32001,Allariz
32002,Amoeiro
32003,"Arnoia, A"
32004,Avión
32005,Baltar
32006,Bande
32007,Baños De Molgas
32008,Barbadás
32009,"Barco De Valdeorras, O"
32010,Beade
32011,Beariz
32012,"Blancos, Os"
32013,Boborás
32014,"Bola, A"
32015,"Bolo, O"
32016,Calvos De Randín
32018,Carballeda De Avia
32017,Carballeda De Valdeorras
32019,"Carballiño, O"
32020,Cartelle
32022,Castrelo De Miño
32021,Castrelo Do Val
32023,Castro Caldelas
32024,Celanova
32025,Cenlle
32029,Chandrexa De Queixa
32026,Coles
32027,Cortegada
32028,Cualedro
32030,Entrimo
32031,Esgos
32033,Gomesende
32034,"Gudiña, A"
32035,"Irixo, O"
32038,Larouco
32039,Laza
32040,Leiro
32041,Lobeira
32042,Lobios
32043,Maceda
32044,Manzaneda
32045,Maside
32046,Melón
32047,"Merca, A"
32048,"Mezquita, A"
32049,Montederramo
32050,Monterrei
32051,Muíños
32052,Nogueira De Ramuín
32053,Oímbra
32054,Ourense
32055,Paderne De Allariz
32056,Padrenda
32057,Parada De Sil
32058,"Pereiro De Aguiar, O"
32059,"Peroxa, A"
32060,Petín
32061,Piñor
32063,"Pobra De Trives, A"
32064,Pontedeva
32062,Porqueira
32065,Punxín
32066,Quintela De Leirado
32067,Rairiz De Veiga
32068,Ramirás
32069,Ribadavia
32071,Riós
32072,"Rúa, A"
32073,Rubiá
32074,San Amaro
32075,San Cibrao Das Viñas
32076,San Cristovo De Cea
32070,San Xoán De Río
32077,Sandiás
32078,Sarreaus
32079,Taboadela
32080,"Teixeira, A"
32081,Toén
32082,Trasmiras
32083,"Veiga, A"
32084,Verea
32085,Verín
32086,Viana Do Bolo
32087,Vilamarín
32088,Vilamartín De Valdeorras
32089,Vilar De Barrio
32090,Vilar De Santos
32091,Vilardevós
32092,Vilariño De Conso
32032,Xinzo De Limia
32036,Xunqueira De Ambía
32037,Xunqueira De Espadanedo
33001,Allande
33002,Aller
33003,Amieva
33004,Avilés
33005,Belmonte De Miranda
33006,Bimenes
33007,Boal
33008,Cabrales
33009,Cabranes
33010,Candamo
33012,Cangas De Onís
33011,Cangas Del Narcea
33013,Caravia
33014,Carreño
33015,Caso
33016,Castrillón
33017,Castropol
33018,Coaña
33019,Colunga
33020,Corvera De Asturias
33021,Cudillero
33022,Degaña
33023,"Franco, El"
33024,Gijón
33025,Gozón
33026,Grado
33027,Grandas De Salime
33028,Ibias
33029,Illano
33030,Illas
33031,Langreo
33032,Laviana
33033,Lena
33035,Llanera
33036,Llanes
33037,Mieres
33038,Morcín
33039,Muros De Nalón
33040,Nava
33041,Navia
33042,Noreña
33043,Onís
33044,Oviedo
33045,Parres
33046,Peñamellera Alta
33047,Peñamellera Baja
33048,Pesoz
33049,Piloña
33050,Ponga
33051,Pravia
33052,Proaza
33053,Quirós
33054,"Regueras, Las"
33055,Ribadedeva
33056,Ribadesella
33057,Ribera De Arriba
33058,Riosa
33059,Salas
